!! This surface is a combination of the following surfaces:
!! methanol-attack/methanol-attack.txt
!! acetyl-leaving/acetyl-leaving.txt
!! This surface is based upon a LD surface
!! Variables are -
!! Xvar Yvar GasSCF dGasSCF DeltaG dDeltaG DeltaGld dDeltaGld sum sumld surface
3.10 2.45 -1513.426692 133.49 -421.08 -124.63 -447.13 -132.98 11.26 2.91 !! acetyl-leaving/acetyl-leaving.txt
3.10 2.50 -1513.424953 134.58 -419.63 -123.18 -446.92 -132.77 13.80 4.21 !! methanol-attack/methanol-attack.txt
3.10 2.55 -1513.423321 135.60 -418.31 -121.86 -445.47 -131.32 16.14 6.68 !! acetyl-leaving/acetyl-leaving.txt
3.10 2.60 -1513.421785 136.57 -417.00 -120.55 -445.01 -130.86 18.42 8.11 !! methanol-attack/methanol-attack.txt
3.10 2.65 -1513.420193 137.56 -415.70 -119.25 -443.34 -129.19 20.71 10.77 !! methanol-attack/methanol-attack.txt
3.10 2.70 -1513.419040 138.29 -414.40 -117.95 -442.63 -128.48 22.74 12.21 !! methanol-attack/methanol-attack.txt
3.10 2.75 -1513.417872 139.02 -413.03 -116.58 -441.34 -127.19 24.84 14.23 !! acetyl-leaving/acetyl-leaving.txt
3.10 2.80 -1513.416841 139.67 -411.76 -115.31 -440.21 -126.06 26.76 16.01 !! acetyl-leaving/acetyl-leaving.txt
3.10 2.85 -1513.415952 140.23 -410.51 -114.06 -439.50 -125.35 28.57 17.28 !! acetyl-leaving/acetyl-leaving.txt
3.10 2.90 -1513.415205 140.69 -409.28 -112.83 -438.81 -124.66 30.26 18.43 !! acetyl-leaving/acetyl-leaving.txt
3.10 2.95 -1513.414678 141.03 -407.87 -111.42 -438.25 -124.10 32.01 19.33 !! acetyl-leaving/acetyl-leaving.txt
3.10 3.00 -1513.414199 141.33 -406.76 -110.31 -437.09 -122.94 33.42 20.79 !! acetyl-leaving/acetyl-leaving.txt
3.10 3.05 -1513.413854 141.54 -405.63 -109.18 -436.37 -122.22 34.76 21.72 !! acetyl-leaving/acetyl-leaving.txt
3.10 3.10 -1513.413636 141.68 -404.51 -108.06 -435.17 -121.02 36.02 23.06 !! acetyl-leaving/acetyl-leaving.txt
3.10 3.15 -1513.413553 141.73 -403.69 -107.24 -433.48 -119.33 36.89 24.80 !! acetyl-leaving/acetyl-leaving.txt
3.10 3.20 -1513.413586 141.71 -402.34 -105.89 -432.75 -118.60 38.22 25.51 !! acetyl-leaving/acetyl-leaving.txt
3.10 3.25 -1513.413752 141.61 -401.63 -105.18 -431.14 -116.99 38.83 27.02 !! acetyl-leaving/acetyl-leaving.txt
3.10 3.30 -1513.414048 141.42 -400.34 -103.89 -429.90 -115.75 39.93 28.07 !! acetyl-leaving/acetyl-leaving.txt

3.15 1.80 -1513.427565 132.94 -441.47 -145.02 -462.42 -148.27 -9.68 -12.93 !! methanol-attack/methanol-attack.txt
3.15 1.85 -1513.432886 129.60 -439.49 -143.04 -460.61 -146.46 -11.04 -14.46 !! methanol-attack/methanol-attack.txt
3.15 1.90 -1513.436380 127.41 -437.62 -141.17 -459.26 -145.11 -11.36 -15.30 !! methanol-attack/methanol-attack.txt
3.15 1.95 -1513.438429 126.12 -435.56 -139.11 -457.66 -143.51 -10.59 -14.99 !! methanol-attack/methanol-attack.txt
3.15 2.00 -1513.439559 125.41 -433.82 -137.37 -457.89 -143.74 -9.56 -14.49  !! -15.93 old !! methanol-attack/methanol-attack.txt
3.15 2.05 -1513.439510 125.44 -432.47 -136.02 -455.50 -141.35 -8.18 -13.51 !! methanol-attack/methanol-attack.txt
3.15 2.10 -1513.439182 125.65 -430.62 -134.17 -453.53 -139.38 -6.12 -11.33 !! acetyl-leaving/acetyl-leaving.txt
3.15 2.15 -1513.437978 126.40 -429.32 -132.87 -453.47 -139.32 -4.07 -10.52 !! methanol-attack/methanol-attack.txt
3.15 2.20 -1513.436638 127.25 -427.78 -131.33 -452.24 -138.09 -1.68 -8.44 !! methanol-attack/methanol-attack.txt
3.15 2.25 -1513.435065 128.23 -426.35 -129.90 -451.44 -137.29 0.73 -6.66 !! methanol-attack/methanol-attack.txt
3.15 2.30 -1513.433343 129.31 -424.94 -128.49 -450.44 -136.29 3.22 -4.58 !! methanol-attack/methanol-attack.txt
3.15 2.35 -1513.431547 130.44 -423.51 -127.06 -449.24 -135.09 5.78 -2.25 !! methanol-attack/methanol-attack.txt
3.15 2.40 -1513.429925 131.46 -421.74 -125.29 -448.63 -134.48 8.57 -0.62 !! acetyl-leaving/acetyl-leaving.txt
3.15 2.45 -1513.428133 132.58 -420.32 -123.87 -447.58 -133.43 11.11 1.55 !! acetyl-leaving/acetyl-leaving.txt
3.15 2.50 -1513.426395 133.67 -418.90 -122.45 -446.49 -132.34 13.62 3.73 !! acetyl-leaving/acetyl-leaving.txt
3.15 2.55 -1513.424741 134.71 -417.31 -120.86 -445.40 -131.25 16.25 5.86 !! acetyl-leaving/acetyl-leaving.txt
3.15 2.60 -1513.423187 135.69 -415.90 -119.45 -444.36 -130.21 18.64 7.88 !! acetyl-leaving/acetyl-leaving.txt
3.15 2.65 -1513.421743 136.59 -414.51 -118.06 -443.13 -128.98 20.93 10.01 !! acetyl-leaving/acetyl-leaving.txt
3.15 2.70 -1513.420421 137.42 -413.06 -116.61 -442.15 -128.00 23.21 11.82 !! acetyl-leaving/acetyl-leaving.txt
3.15 2.75 -1513.419229 138.17 -411.75 -115.30 -441.11 -126.96 25.27 13.61 !! acetyl-leaving/acetyl-leaving.txt
3.15 2.80 -1513.418170 138.83 -410.55 -114.10 -440.24 -126.09 27.13 15.14 !! acetyl-leaving/acetyl-leaving.txt
3.15 2.85 -1513.417248 139.41 -409.34 -112.89 -439.04 -124.89 28.92 16.92 !! acetyl-leaving/acetyl-leaving.txt
3.15 2.90 -1513.416173 140.09 -408.83 -112.38 -437.50 -123.35 30.11 19.14 !! methanol-attack/methanol-attack.txt
3.15 2.95 -1513.415869 140.28 -407.10 -110.65 -435.86 -121.71 32.03 20.97 !! acetyl-leaving/acetyl-leaving.txt
3.15 3.00 -1513.415343 140.61 -404.68 -108.23 -434.91 -120.76 34.78 22.25 !! acetyl-leaving/acetyl-leaving.txt
3.15 3.05 -1513.414952 140.85 -405.06 -108.61 -433.93 -119.78 34.64 23.47 !! acetyl-leaving/acetyl-leaving.txt
3.15 3.10 -1513.414687 141.02 -403.89 -107.44 -432.58 -118.43 35.98 24.99 !! acetyl-leaving/acetyl-leaving.txt
3.15 3.15 -1513.414546 141.11 -402.87 -106.42 -431.93 -117.78 37.09 25.73 !! acetyl-leaving/acetyl-leaving.txt
3.15 3.20 -1513.414530 141.12 -401.95 -105.50 -430.75 -116.60 38.02 26.92 !! acetyl-leaving/acetyl-leaving.txt
3.15 3.25 -1513.414632 141.05 -401.04 -104.59 -429.60 -115.45 38.86 28.00 !! acetyl-leaving/acetyl-leaving.txt
3.15 3.30 -1513.414843 140.92 -400.11 -103.66 -428.52 -114.37 39.66 28.95 !! acetyl-leaving/acetyl-leaving.txt

3.20 1.80 -1513.429273 131.87 -440.80 -144.35 -462.11 -147.96 -10.08 -13.69 !! methanol-attack/methanol-attack.txt
3.20 1.85 -1513.434577 128.54 -438.87 -142.42 -460.38 -146.23 -11.48 -15.29 !! methanol-attack/methanol-attack.txt
3.20 1.90 -1513.438052 126.36 -436.97 -140.52 -458.97 -144.82 -11.76 -16.06 !! methanol-attack/methanol-attack.txt
3.20 1.95 -1513.440077 125.09 -435.23 -138.78 -457.12 -142.97 -11.29 -15.48 !! methanol-attack/methanol-attack.txt
3.20 2.00 -1513.441192 124.39 -433.22 -136.77 -457.42 -143.27 -9.98 -15.67  !! -16.48 old !! methanol-attack/methanol-attack.txt
3.20 2.05 -1513.441120 124.43 -431.80 -135.35 -455.24 -141.09 -8.52 -14.26 !! methanol-attack/methanol-attack.txt
3.20 2.10 -1513.440309 124.94 -430.66 -134.21 -450.67 -136.52 -6.87 -12.74 !! -9.18 !! acetyl-leaving/acetyl-leaving.txt
3.20 2.15 -1513.439541 125.42 -428.59 -132.14 -453.19 -139.04 -4.32 -11.22 !! methanol-attack/methanol-attack.txt
3.20 2.20 -1513.438375 126.16 -426.96 -130.51 -452.44 -138.29 -1.95 -9.73 !! acetyl-leaving/acetyl-leaving.txt
3.20 2.25 -1513.436777 127.16 -425.51 -129.06 -451.28 -137.13 0.50 -7.57 !! acetyl-leaving/acetyl-leaving.txt
3.20 2.30 -1513.435032 128.25 -424.10 -127.65 -450.12 -135.97 3.00 -5.32 !! acetyl-leaving/acetyl-leaving.txt
3.20 2.35 -1513.433204 129.40 -422.69 -126.24 -449.31 -135.16 5.56 -3.36 !! acetyl-leaving/acetyl-leaving.txt
3.20 2.40 -1513.431366 130.55 -421.19 -124.74 -448.17 -134.02 8.21 -1.07 !! acetyl-leaving/acetyl-leaving.txt
3.20 2.45 -1513.429543 131.70 -419.69 -123.24 -447.16 -133.01 10.86 1.09 !! acetyl-leaving/acetyl-leaving.txt
3.20 2.50 -1513.427775 132.81 -418.28 -121.83 -446.12 -131.97 13.38 3.24 !! acetyl-leaving/acetyl-leaving.txt
3.20 2.55 -1513.426086 133.87 -416.57 -120.12 -445.06 -130.91 16.15 5.36 !! acetyl-leaving/acetyl-leaving.txt
3.20 2.60 -1513.424415 134.92 -415.85 -119.40 -443.80 -129.65 17.92 7.67 !! methanol-attack/methanol-attack.txt
3.20 2.65 -1513.423020 135.79 -413.93 -117.48 -442.69 -128.54 20.71 9.65 !! acetyl-leaving/acetyl-leaving.txt
3.20 2.70 -1513.421660 136.64 -412.66 -116.21 -441.72 -127.57 22.83 11.47 !! acetyl-leaving/acetyl-leaving.txt
3.20 2.75 -1513.420432 137.41 -411.26 -114.81 -440.42 -126.27 25.00 13.54 !! acetyl-leaving/acetyl-leaving.txt
3.20 2.80 -1513.419336 138.10 -410.07 -113.62 -439.48 -125.33 26.88 15.17 !! acetyl-leaving/acetyl-leaving.txt
3.20 2.85 -1513.418374 138.71 -408.88 -112.43 -438.50 -124.35 28.68 16.76 !! acetyl-leaving/acetyl-leaving.txt
3.20 2.90 -1513.417547 139.23 -407.74 -111.29 -437.65 -123.50 30.34 18.13 !! acetyl-leaving/acetyl-leaving.txt
3.20 2.95 -1513.416854 139.66 -406.63 -110.18 -436.64 -122.49 31.88 19.57 !! acetyl-leaving/acetyl-leaving.txt
3.20 3.00 -1513.416041 140.17 -406.18 -109.73 -434.65 -120.50 32.84 22.07 !! methanol-attack/methanol-attack.txt
3.20 3.05 -1513.415514 140.50 -404.94 -108.49 -433.48 -119.33 34.41 23.57 !! methanol-attack/methanol-attack.txt
3.20 3.10 -1513.415190 140.70 -403.85 -107.40 -432.99 -118.84 35.70 24.26 !! methanol-attack/methanol-attack.txt
3.20 3.15 -1513.415432 140.55 -402.40 -105.95 -431.12 -116.97 37.00 25.98 !! acetyl-leaving/acetyl-leaving.txt
3.20 3.20 -1513.415374 140.59 -401.39 -104.94 -429.96 -115.81 38.05 27.18 !! acetyl-leaving/acetyl-leaving.txt
3.20 3.25 -1513.415427 140.56 -402.79 -106.34 -429.06 -114.91 36.62 28.05 !! acetyl-leaving/acetyl-leaving.txt
3.20 3.30 -1513.415591 140.45 -399.73 -103.28 -427.75 -113.60 39.57 29.25 !! acetyl-leaving/acetyl-leaving.txt

3.25 1.80 -1513.430964 130.81 -440.18 -143.73 -461.94 -147.79 -10.52 -14.58 !! methanol-attack/methanol-attack.txt
3.25 1.85 -1513.436219 127.51 -438.27 -141.82 -460.54 -146.39 -11.91 -16.48 !! methanol-attack/methanol-attack.txt
3.25 1.90 -1513.439707 125.32 -437.32 -140.87 -458.99 -144.84 -13.15 -17.12 !! methanol-attack/methanol-attack.txt
3.25 1.95 -1513.441488 124.20 -435.65 -139.20 -453.76 -139.61 -12.60 -17.15 !! -13.01 !! acetyl-leaving/acetyl-leaving.txt
3.25 2.00 -1513.442807 123.37 -432.62 -136.17 -457.16 -143.01 -10.40 -15.67 !! -17.24 !! methanol-attack/methanol-attack.txt
3.25 2.05 -1513.442718 123.43 -431.17 -134.72 -454.66 -140.51 -8.89 -14.68 !! methanol-attack/methanol-attack.txt
3.25 2.10     0.0        0.0     0.0     0.0     0.0     0.0   0.0  -12.00    !! 
3.25 2.15 -1513.441096 124.45 -428.06 -131.61 -452.59 -138.44 -4.76 -11.59 !! methanol-attack/methanol-attack.txt
3.25 2.20 -1513.439906 125.20 -426.38 -129.93 -451.73 -137.58 -2.33 -9.98 !! acetyl-leaving/acetyl-leaving.txt
3.25 2.25 -1513.438287 126.21 -424.93 -128.48 -450.89 -136.74 0.13 -8.13 !! acetyl-leaving/acetyl-leaving.txt
3.25 2.30 -1513.436520 127.32 -423.49 -127.04 -449.81 -135.66 2.68 -5.94 !! acetyl-leaving/acetyl-leaving.txt
3.25 2.35 -1513.434675 128.48 -422.08 -125.63 -448.88 -134.73 5.25 -3.85 !! acetyl-leaving/acetyl-leaving.txt
3.25 2.40 -1513.432806 129.65 -420.64 -124.19 -447.76 -133.61 7.86 -1.56 !! acetyl-leaving/acetyl-leaving.txt
3.25 2.45 -1513.430956 130.81 -419.17 -122.72 -446.82 -132.67 10.49 0.54 !! acetyl-leaving/acetyl-leaving.txt
3.25 2.50 -1513.429161 131.94 -417.74 -121.29 -445.31 -131.16 13.05 3.18 !! acetyl-leaving/acetyl-leaving.txt
3.25 2.55 -1513.427442 133.02 -416.34 -119.89 -444.33 -130.18 15.53 5.24 !! acetyl-leaving/acetyl-leaving.txt
3.25 2.60 -1513.425821 134.03 -414.80 -118.35 -443.32 -129.17 18.08 7.26 !! acetyl-leaving/acetyl-leaving.txt
3.25 2.65 -1513.424312 134.98 -413.48 -117.03 -442.27 -128.12 20.35 9.26 !! acetyl-leaving/acetyl-leaving.txt
3.25 2.70 -1513.422921 135.85 -412.15 -115.70 -441.25 -127.10 22.55 11.15 !! acetyl-leaving/acetyl-leaving.txt
3.25 2.75 -1513.421657 136.65 -410.85 -114.40 -439.91 -125.76 24.65 13.29 !! acetyl-leaving/acetyl-leaving.txt
3.25 2.80 -1513.420391 137.44 -410.31 -113.86 -439.12 -124.97 25.98 14.87 !! methanol-attack/methanol-attack.txt
3.25 2.85 -1513.419532 137.98 -408.39 -111.94 -437.66 -123.51 28.44 16.87 !! acetyl-leaving/acetyl-leaving.txt
3.25 2.90 -1513.418669 138.52 -407.26 -110.81 -437.01 -122.86 30.11 18.06 !! acetyl-leaving/acetyl-leaving.txt
3.25 2.95 -1513.417939 138.98 -406.18 -109.73 -436.03 -121.88 31.65 19.50 !! acetyl-leaving/acetyl-leaving.txt
3.25 3.00 -1513.417340 139.36 -405.07 -108.62 -435.25 -121.10 33.14 20.66 !! acetyl-leaving/acetyl-leaving.txt
3.25 3.05 -1513.416872 139.65 -404.09 -107.64 -434.14 -119.99 34.41 22.06 !! acetyl-leaving/acetyl-leaving.txt
3.25 3.10 -1513.416526 139.87 -403.08 -106.63 -432.95 -118.80 35.64 23.47 !! acetyl-leaving/acetyl-leaving.txt
3.25 3.15 -1513.416308 140.00 -402.54 -106.09 -431.80 -117.65 36.31 24.75 !! acetyl-leaving/acetyl-leaving.txt
3.25 3.20 -1513.416205 140.07 -401.48 -105.03 -430.67 -116.52 37.44 25.95 !! acetyl-leaving/acetyl-leaving.txt
3.25 3.25 -1513.416221 140.06 -400.37 -103.92 -429.39 -115.24 38.54 27.22 !! acetyl-leaving/acetyl-leaving.txt
3.25 3.30 -1513.416352 139.98 -399.35 -102.90 -428.21 -114.06 39.48 28.32 !! acetyl-leaving/acetyl-leaving.txt

3.30 1.80 -1513.432634 129.76 -439.56 -143.11 -461.48 -147.33 -10.95 -15.17 !! methanol-attack/methanol-attack.txt
3.30 1.85 -1513.437905 126.45 -437.56 -141.11 -460.04 -145.89 -12.26 -17.04 !! methanol-attack/methanol-attack.txt
3.30 1.90 -1513.441347 124.29 -435.65 -139.20 -458.40 -144.25 -12.51 -17.56 !! methanol-attack/methanol-attack.txt
3.30 1.95 -1513.443567 122.90 -433.74 -137.29 -456.49 -142.34 -11.99 -17.04 !! acetyl-leaving/acetyl-leaving.txt
3.30 2.00 -1513.444417 122.36 -432.00 -135.55 -456.08 -141.93 -10.79 -17.17 !! methanol-attack/methanol-attack.txt
3.30 2.05 -1513.444504 122.31 -430.34 -133.89 -453.89 -139.74 -9.18 -15.03 !! acetyl-leaving/acetyl-leaving.txt
3.30 2.10 -1513.443904 122.69 -428.75 -132.30 -452.97 -138.82 -7.21 -13.73 !! acetyl-leaving/acetyl-leaving.txt
3.30 2.15 -1513.442640 123.48 -427.49 -131.04 -452.17 -138.02 -5.16 -12.14 !! methanol-attack/methanol-attack.txt
3.30 2.20 -1513.441232 124.36 -426.04 -129.59 -450.96 -136.81 -2.83 -10.05 !! methanol-attack/methanol-attack.txt
3.30 2.25 -1513.439588 125.39 -424.55 -128.10 -450.18 -136.03 -0.31 -8.24 !! methanol-attack/methanol-attack.txt
3.30 2.30 -1513.437987 126.40 -422.90 -126.45 -448.92 -134.77 2.35 -5.97 !! acetyl-leaving/acetyl-leaving.txt
3.30 2.35 -1513.435929 127.69 -421.70 -125.25 -447.76 -133.61 4.84 -3.52 !! methanol-attack/methanol-attack.txt
3.30 2.40 -1513.434032 128.88 -420.36 -123.91 -446.52 -132.37 7.37 -1.09 !! methanol-attack/methanol-attack.txt
3.30 2.45 -1513.432154 130.06 -419.00 -122.55 -445.42 -131.27 9.91 1.19 !! methanol-attack/methanol-attack.txt
3.30 2.50 -1513.430517 131.09 -417.43 -120.98 -444.82 -130.67 12.51 2.82 !! methanol-attack/methanol-attack.txt
3.30 2.55 -1513.428807 132.16 -417.66 -121.21 -444.04 -129.89 13.35 4.67 !! acetyl-leaving/acetyl-leaving.txt
3.30 2.60 -1513.427093 133.24 -414.80 -118.35 -442.80 -128.65 17.29 6.99 !! methanol-attack/methanol-attack.txt
3.30 2.65 -1513.425621 134.16 -412.98 -116.53 -441.90 -127.75 20.03 8.81 !! acetyl-leaving/acetyl-leaving.txt
3.30 2.70 -1513.424104 135.11 -412.26 -115.81 -440.95 -126.80 21.70 10.71 !! methanol-attack/methanol-attack.txt
3.30 2.75 -1513.422906 135.86 -410.42 -113.97 -439.60 -125.45 24.29 12.81 !! acetyl-leaving/acetyl-leaving.txt
3.30 2.80 -1513.421742 136.59 -409.20 -112.75 -438.56 -124.41 26.24 14.58 !! acetyl-leaving/acetyl-leaving.txt
3.30 2.85 -1513.420714 137.24 -407.95 -111.50 -437.40 -123.25 28.14 16.39 !! acetyl-leaving/acetyl-leaving.txt
3.30 2.90 -1513.419819 137.80 -407.04 -110.59 -436.47 -122.32 29.61 17.88 !! acetyl-leaving/acetyl-leaving.txt
3.30 2.95 -1513.419057 138.28 -405.80 -109.35 -435.65 -121.50 31.33 19.18 !! acetyl-leaving/acetyl-leaving.txt
3.30 3.00 -1513.418425 138.67 -404.61 -108.16 -434.59 -120.44 32.91 20.63 !! acetyl-leaving/acetyl-leaving.txt
3.30 3.05 -1513.417921 138.99 -403.69 -107.24 -433.21 -119.06 34.15 22.33 !! acetyl-leaving/acetyl-leaving.txt
3.30 3.10 -1513.417543 139.23 -402.57 -106.12 -432.37 -118.22 35.51 23.41 !! acetyl-leaving/acetyl-leaving.txt
3.30 3.15 -1513.417289 139.39 -401.65 -105.20 -430.86 -116.71 36.59 25.08 !! acetyl-leaving/acetyl-leaving.txt
3.30 3.20 -1513.417155 139.47 -400.79 -104.34 -429.82 -115.67 37.53 26.20 !! acetyl-leaving/acetyl-leaving.txt
3.30 3.25 -1513.417134 139.48 -399.89 -103.44 -428.65 -114.50 38.44 27.38 !! acetyl-leaving/acetyl-leaving.txt
3.30 3.30 -1513.417219 139.43 -399.06 -102.61 -427.49 -113.34 39.22 28.49 !! acetyl-leaving/acetyl-leaving.txt

3.35 1.80 -1513.434284 128.72 -438.97 -142.52 -461.05 -146.90 -11.40 -15.78 !! methanol-attack/methanol-attack.txt
3.35 1.85 -1513.439754 125.29 -436.79 -140.34 -458.59 -144.44 -12.65 -16.75 !! acetyl-leaving/acetyl-leaving.txt
3.35 1.90 -1513.442968 123.27 -435.06 -138.61 -457.87 -143.72 -12.94 -18.05 !! methanol-attack/methanol-attack.txt
3.35 1.95 -1513.445167 121.89 -433.11 -136.66 -456.01 -141.86 -12.37 -17.57 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.00 -1513.446046 121.34 -431.37 -134.92 -454.55 -140.40 -11.18 -17.22 !! -16.66 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.05 -1513.445871 121.45 -429.84 -133.39 -453.64 -139.49 -9.54 -15.64 !! methanol-attack/methanol-attack.txt
3.35 2.10 -1513.445453 121.71 -428.12 -131.67 -452.41 -138.26 -7.56 -14.15 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.15 -1513.444365 122.40 -426.62 -130.17 -451.46 -137.31 -5.37 -12.51 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.20 -1513.442936 123.29 -425.18 -128.73 -450.63 -136.48 -3.04 -10.79 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.25 -1513.441272 124.34 -423.75 -127.30 -449.54 -135.39 -0.56 -8.65 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.30 -1513.439460 125.47 -422.34 -125.89 -448.54 -134.39 1.98 -6.52 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.35 -1513.437567 126.66 -420.95 -124.50 -447.31 -133.16 4.56 -4.10 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.40 -1513.435649 127.87 -419.57 -123.12 -446.14 -131.99 7.15 -1.72 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.45 -1513.433753 129.06 -418.13 -121.68 -444.77 -130.62 9.78 0.84 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.50 -1513.431912 130.21 -416.82 -120.37 -444.49 -130.34 12.24 2.27 !! methanol-attack/methanol-attack.txt
3.35 2.55 -1513.430129 131.33 -415.39 -118.94 -442.69 -128.54 14.79 5.19 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.60 -1513.428443 132.39 -414.20 -117.75 -441.88 -127.73 17.04 7.06 !! methanol-attack/methanol-attack.txt
3.35 2.65 -1513.426883 133.37 -412.73 -116.28 -440.76 -126.61 19.49 9.16 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.70 -1513.425403 134.30 -411.72 -115.27 -440.13 -125.98 21.43 10.72 !! methanol-attack/methanol-attack.txt
3.35 2.75 -1513.424125 135.10 -410.30 -113.85 -439.41 -125.26 23.65 12.24 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.80 -1513.422932 135.85 -409.18 -112.73 -438.15 -124.00 25.52 14.25 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.85 -1513.421890 136.50 -407.76 -111.31 -437.00 -122.85 27.59 16.05 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.90 -1513.420970 137.08 -406.65 -110.20 -436.28 -122.13 29.28 17.35 !! acetyl-leaving/acetyl-leaving.txt
3.35 2.95 -1513.420222 137.55 -405.27 -108.82 -434.95 -120.80 31.13 19.15 !! acetyl-leaving/acetyl-leaving.txt
3.35 3.00 -1513.419525 137.98 -404.20 -107.75 -433.63 -119.48 32.63 20.90 !! acetyl-leaving/acetyl-leaving.txt
3.35 3.05 -1513.418993 138.32 -403.30 -106.85 -432.49 -118.34 33.87 22.38 !! acetyl-leaving/acetyl-leaving.txt
3.35 3.10 -1513.418586 138.57 -402.16 -105.71 -431.58 -117.43 35.26 23.54 !! acetyl-leaving/acetyl-leaving.txt
3.35 3.15 -1513.418300 138.75 -401.13 -104.68 -430.41 -116.26 36.47 24.89 !! acetyl-leaving/acetyl-leaving.txt
3.35 3.20 -1513.417809 139.06 -400.37 -103.92 -428.82 -114.67 37.54 26.79 !! methanol-attack/methanol-attack.txt
3.35 3.25 -1513.417931 138.98 -399.78 -103.33 -426.65 -112.50 38.05 28.88 !! methanol-attack/methanol-attack.txt
3.35 3.30 -1513.417902 139.00 -398.82 -102.37 -426.22 -112.07 39.03 29.33 !! methanol-attack/methanol-attack.txt

3.40 1.80 -1513.436124 127.57 -438.16 -141.71 -459.74 -145.59 -11.74 -15.62 !! acetyl-leaving/acetyl-leaving.txt
3.40 1.85 -1513.441366 124.28 -436.12 -139.67 -458.52 -144.37 -12.99 -17.69 !! acetyl-leaving/acetyl-leaving.txt
3.40 1.90 -1513.444775 122.14 -434.24 -137.79 -457.08 -142.93 -13.25 -18.39 !! acetyl-leaving/acetyl-leaving.txt
3.40 1.95 -1513.446751 120.90 -432.46 -136.01 -455.58 -141.43 -12.71 -18.13 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.00 -1513.447615 120.36 -430.76 -134.31 -454.24 -140.09 -11.55 -17.97 !! -17.33 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.05 -1513.447623 120.35 -429.09 -132.64 -453.29 -139.14 -9.89 -16.39 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.10 -1513.446788 120.88 -427.78 -131.33 -452.75 -138.60 -8.05 -15.32 !! methanol-attack/methanol-attack.txt
3.40 2.15 -1513.445891 121.44 -426.00 -129.55 -451.73 -137.58 -5.71 -13.74 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.20 -1513.444449 122.34 -424.55 -128.10 -450.44 -136.29 -3.36 -11.55 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.25 -1513.442769 123.40 -423.15 -126.70 -449.51 -135.36 -0.90 -9.56 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.30 -1513.440933 124.55 -421.69 -125.24 -448.11 -133.96 1.71 -7.01 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.35 -1513.439034 125.74 -420.26 -123.81 -447.18 -133.03 4.33 -4.89 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.40 -1513.437104 126.95 -418.89 -122.44 -446.24 -132.09 6.91 -2.74 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.45 -1513.435189 128.15 -417.51 -121.06 -445.08 -130.93 9.49 -0.38 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.50 -1513.433304 129.34 -416.41 -119.96 -443.92 -129.77 11.78 1.97 !! methanol-attack/methanol-attack.txt
3.40 2.55 -1513.431537 130.45 -414.73 -118.28 -442.84 -128.69 14.57 4.16 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.60 -1513.429844 131.51 -413.40 -116.95 -441.62 -127.47 16.96 6.44 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.65 -1513.428254 132.51 -412.08 -115.63 -440.54 -126.39 19.28 8.52 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.70 -1513.426781 133.43 -410.80 -114.35 -439.64 -125.49 21.48 10.34 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.75 -1513.425433 134.28 -409.45 -113.00 -438.53 -124.38 23.68 12.30 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.80 -1513.424217 135.04 -408.29 -111.84 -437.52 -123.37 25.60 14.07 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.85 -1513.423131 135.72 -407.16 -110.71 -435.96 -121.81 27.41 16.31 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.90 -1513.422179 136.32 -406.13 -109.68 -434.91 -120.76 29.04 17.96 !! acetyl-leaving/acetyl-leaving.txt
3.40 2.95 -1513.421356 136.84 -405.01 -108.56 -433.64 -119.49 30.68 19.75 !! acetyl-leaving/acetyl-leaving.txt
3.40 3.00 -1513.420662 137.27 -403.81 -107.36 -432.74 -118.59 32.31 21.08 !! acetyl-leaving/acetyl-leaving.txt
3.40 3.05 -1513.420095 137.63 -403.00 -106.55 -431.60 -117.45 33.48 22.58 !! acetyl-leaving/acetyl-leaving.txt
